9.987581348950522742e-01,3.550512693490047444e-02,1.536528969331707184e-01,1.286245485149898893e-01,2.191042780577669713e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.518708580754154214e-01,1.266083855033115491e-01,2.214278496900696780e-01,9.987798129046454587e-01,5.234135900838127881e-02,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.459986550978402964e-01,1.249196354996599118e-01,2.242419294256684792e-01,1.000000000000000000e+00,1.745600992152130174e-02,1.000000000000000000e+00
9.987581348950522742e-01,3.550512693490047444e-02,1.492386862063146136e-01,1.281730915945193394e-01,2.275836091419966289e-01,1.000000000000000000e+00,1.745600992152130174e-02,1.000000000000000000e+00
9.925691678146566499e-01,1.062846517688095238e-01,1.390858058016956611e-01,1.265490601538818705e-01,2.360352279040061896e-01,9.987798129046454587e-01,5.234135900838127881e-02,1.000000000000000000e+00
9.876220658392090845e-01,1.414708297423299677e-01,1.388098224833539673e-01,1.262659164406947365e-01,2.522296694943183537e-01,9.926988804950090950e-01,1.218853557545490351e-01,1.000000000000000000e+00
9.814534572031570203e-01,1.764602094205308391e-01,1.320255044253022536e-01,1.263495112512547647e-01,2.585348623145246050e-01,9.878381351807277166e-01,1.564573234562632864e-01,1.000000000000000000e+00
9.740701280546150143e-01,2.112188600628397694e-01,1.291693271835521739e-01,1.268149006401519674e-01,2.657159776885962277e-01,9.817772058382285838e-01,1.908359281756536185e-01,1.000000000000000000e+00
9.556796666644045146e-01,2.798471759444621787e-01,1.244230230547199723e-01,1.289640962535817115e-01,2.788518315926442059e-01,9.745227601565573661e-01,2.249878314674917112e-01,1.000000000000000000e+00
9.446996790151942491e-01,3.136354074064020558e-01,1.225274591440297794e-01,1.409718615822744825e-01,2.958838248291321693e-01,9.564533228428357958e-01,2.924181707861872037e-01,1.000000000000000000e+00
9.192380512897074807e-01,3.799700052253340843e-01,1.241550865313181262e-01,1.463356372093086166e-01,3.218231979422960798e-01,9.456650019669683438e-01,3.256165945444968735e-01,1.000000000000000000e+00
